question,consistent body,inconsistent body,consistent paraphrased,inconsistent paraphrased,answer
What is the number of blue soaps that Harper has?,Emma has 15 blue soaps. Emma bought 13 blue soaps. Harper has 14 fewer blue soaps than Emma.,Emma has 15 blue soaps. Emma bought 13 blue soaps. Emma has 14 more blue soaps than Harper.,Emma has 15 blue soaps. Emma bought 13 more blue soaps. Harper has 14 fewer blue soaps than Emma. What is the number of blue soaps that Harper has?,Emma has 15 blue soaps. Emma bought 13 more blue soaps. Emma has 14 more blue soaps than Harper. What is the number of blue soaps that Harper has?,14
How many microwaves does Michael have totaled?,Lucy owns 3 microwaves. Lucy bought 15 microwaves. Michael has 1/9 the amount of microwaves as Lucy.,Lucy owns 3 microwaves. Lucy bought 15 microwaves. Lucy has 9 times as many microwaves as Michael.,Lucy owns 3 microwaves. Lucy bought 15 microwaves. Michael has 1/9 of the amount of microwaves as Lucy. How many microwaves does Michael have in total?,Lucy owns 3 microwaves. Lucy bought 15 microwaves. Lucy has 9 times as many microwaves as Michael. How many microwaves does Michael have in total?,2
How many meters of rope does Henry have now?,Hannah owns 16 boxs. Hannah bought 8 more boxs. Henry has 2 fewer boxs than Hannah. Henry possesses 4 meters of rope per box. Henry bought 11 meters more rope.,Hannah owns 16 boxs. Hannah bought 8 more boxs. Hannah has 2 more boxs than Henry. Henry possesses 4 meters of rope per box. Henry bought 11 meters more rope.,Hannah owns 16 boxes. Hannah bought 8 more boxes. Henry has 2 fewer boxes than Hannah. Henry possesses 4 meters of rope per box. Henry bought 11 meters more rope. How many meters of rope does Henry have now?,Hannah owns 16 boxes. Hannah bought 8 more boxes. Hannah has 2 more boxes than Henry. Henry possesses 4 meters of rope per box. Henry bought 11 meters more rope. How many meters of rope does Henry have now?,99
How many vases does John have now?,Ryan owns 17 packages. There are 14 vases in every Ryan's package. John has 11 fewer vases than Ryan. John bought 15 vases. John bought 3 vases.,Ryan owns 17 packages. There are 14 vases in every Ryan's package. Ryan has 11 more vases than John. John bought 15 vases. John bought 3 vases.,Ryan owns 17 packages. There are 14 vases in each of Ryan's packages. John has 11 fewer vases than Ryan. John bought 15 vases. John also bought 3 vases. How many vases does John have now?,Ryan owns 17 packages. There are 14 vases in each of Ryan's packages. Ryan has 11 more vases than John. John bought 15 vases. John also bought 3 vases. How many vases does John have now?,245
How many forks does Charlotte have in all?,Emma has 7 suitcases. Charlotte has 6 fewer suitcases than Emma. Every suitcase that Charlotte has contains 3 forks.,Emma has 7 suitcases. Emma has 6 more suitcases than Charlotte. Every suitcase that Charlotte has contains 3 forks.,Emma has 7 suitcases. Charlotte has 6 fewer suitcases than Emma. Every suitcase that Charlotte has contains 3 forks. How many forks does Charlotte have in total?,Emma has 7 suitcases. Emma has 6 more suitcases than Charlotte. Every suitcase that Charlotte has contains 3 forks. How many forks does Charlotte have in total?,3
How many backpacks does Joseph have?,Scarlett owns 17 backpacks. Every backpack that Scarlett has contains 2 watchs. Scarlett bought 7 watchs. Joseph has 6 fewer backpacks than Scarlett.,Scarlett owns 17 backpacks. Every backpack that Scarlett has contains 2 watchs. Scarlett bought 7 watchs. Scarlett has 6 more backpacks than Joseph.,Scarlett owns 17 backpacks. Every backpack that Scarlett has contains 2 watches. Scarlett bought 7 watches. Joseph has 6 fewer backpacks than Scarlett. How many backpacks does Joseph have?,Scarlett owns 17 backpacks. Every backpack that Scarlett has contains 2 watches. Scarlett bought 7 watches. Scarlett has 6 more backpacks than Joseph. How many backpacks does Joseph have?,11
How many boxs does Isabella have totaled?,There are 4 boxs in Emma's collection. Emma bought 5 more boxs. Every box that Emma has contains 12 chairs. Isabella has 1/3 the amount of boxs as Emma.,There are 4 boxs in Emma's collection. Emma bought 5 more boxs. Every box that Emma has contains 12 chairs. Emma has 3 times as many boxs as Isabella.,There are 4 boxes in Emma's collection. Emma bought 5 more boxes. Every box that Emma has contains 12 chairs. Isabella has 1/3 the number of boxes as Emma. How many boxes does Isabella have in total?,There are 4 boxes in Emma's collection. Emma bought 5 more boxes. Every box that Emma has contains 12 chairs. Emma has 3 times as many boxes as Isabella. How many boxes does Isabella have in total?,3
How many meters of rope does Andrew have now?,There are 20 backpacks in Jacob's collection. Jacob bought 15 backpacks. Jacob possesses 11 meters of rope per backpack. Andrew has 15 meters of rope more than Jacob. Andrew bought 9 meters more rope.,There are 20 backpacks in Jacob's collection. Jacob bought 15 backpacks. Jacob possesses 11 meters of rope per backpack. Jacob has 15 meters of rope less than Andrew. Andrew bought 9 meters more rope.,There are 20 backpacks in Jacob's collection. Jacob bought 15 backpacks. Jacob possesses 11 meters of rope per backpack. Andrew has 15 meters more rope than Jacob. Andrew bought 9 meters more rope. How many meters of rope does Andrew have now?,There are 20 backpacks in Jacob's collection. Jacob bought 15 backpacks. Jacob possesses 11 meters of rope per backpack. Jacob has 15 meters of rope less than Andrew. Andrew bought 9 meters more rope. How many meters of rope does Andrew have now?,409
What is the number of blue blenders that Samuel has?,Ella has 5 blue blenders. Ella bought 7 blue blenders. Samuel has 9 fewer blue blenders than Ella.,Ella has 5 blue blenders. Ella bought 7 blue blenders. Ella has 9 more blue blenders than Samuel.,Ella has 5 blue blenders. Ella bought 7 more blue blenders. Samuel has 9 fewer blue blenders than Ella. What is the number of blue blenders that Samuel has?,Ella has 5 blue blenders. Ella bought 7 more blue blenders. Ella has 9 more blue blenders than Samuel. What is the number of blue blenders that Samuel has?,3
How many pans does John have in all?,Ella has 12 baskets. Ella bought 2 baskets. John has 1/14 the amount of baskets as Ella. John bought 20 baskets. There are 19 pans in every John's basket.,Ella has 12 baskets. Ella bought 2 baskets. Ella has 14 times as many baskets as John. John bought 20 baskets. There are 19 pans in every John's basket.,Ella has 12 baskets. Ella bought 2 more baskets. John has 1/14 of the amount of baskets as Ella. John bought 20 baskets. There are 19 pans in each of John's baskets. How many pans does John have in total?,Ella has 12 baskets. Ella bought 2 more baskets. Ella has 14 times as many baskets as John. John bought 20 baskets. There are 19 pans in each of John's baskets. How many pans does John have in total?,399
What is the number of small vacuum cleaners that Charlotte has?,Joshua has 2 green boxs. Joshua possesses 6 blue suitcase for every green box. Joshua possesses 5 yellow wallet for every blue suitcase.  Charlotte has 3 times the amount of green boxs compared to the amount Joshua has. Charlotte possesses 15 red basket for every green box. Charlotte possesses 6 small vacuum cleaner for every red basket.,Joshua has 2 green boxs. Joshua possesses 6 blue suitcase for every green box. Joshua possesses 5 yellow wallet for every blue suitcase.  Joshua has 1/3 the amount of green boxs compared to the amount Charlotte has. Charlotte possesses 15 red basket for every green box. Charlotte possesses 6 small vacuum cleaner for every red basket.,Joshua has 2 green boxes. Joshua possesses 6 blue suitcases for every green box. Joshua possesses 5 yellow wallets for every blue suitcase. Charlotte has 3 times the number of green boxes compared to the number Joshua has. Charlotte possesses 15 red baskets for every green box. Charlotte possesses 6 small vacuum cleaners for every red basket. What is the number of small vacuum cleaners that Charlotte has?,Joshua has 2 green boxes. Joshua possesses 6 blue suitcases for every green box. Joshua possesses 5 yellow wallets for every blue suitcase. Joshua has 1/3 the number of green boxes compared to the number Charlotte has. Charlotte possesses 15 red baskets for every green box. Charlotte possesses 6 small vacuum cleaners for every red basket. What is the number of small vacuum cleaners that Charlotte has?,540
What is the number of large paintings that Hannah has?,Avery has 15 orange baskets. Avery bought 12 orange baskets. Hannah has 18 fewer orange baskets than Avery. Hannah possesses 10 red backpack for every orange basket. Hannah possesses 3 large painting for every red backpack.,Avery has 15 orange baskets. Avery bought 12 orange baskets. Avery has 18 more orange baskets than Hannah. Hannah possesses 10 red backpack for every orange basket. Hannah possesses 3 large painting for every red backpack.,Avery has 15 orange baskets. Avery bought 12 more orange baskets. Hannah has 18 fewer orange baskets than Avery. Hannah possesses 10 red backpacks for every orange basket. Hannah possesses 3 large paintings for every red backpack. What is the number of large paintings that Hannah has?,Avery has 15 orange baskets. Avery bought 12 more orange baskets. Avery has 18 more orange baskets than Hannah. Hannah possesses 10 red backpacks for every orange basket. Hannah possesses 3 large paintings for every red backpack. What is the number of large paintings that Hannah has?,270
How many kilowatt-hours of emergency energy reserve does Logan have now?,Matthew has 10 kilowatt-hours of emergency energy reserve. Matthew bought 10 kilowatt-hours more emergency energy reserve. Logan has 1/20 as much emergency energy reserve in kilowatt-hours as Matthew does. Logan bought 4 kilowatt-hours more emergency energy reserve.,Matthew has 10 kilowatt-hours of emergency energy reserve. Matthew bought 10 kilowatt-hours more emergency energy reserve. Matthew has 20 times as much emergency energy reserve in kilowatt-hours as Logan does. Logan bought 4 kilowatt-hours more emergency energy reserve.,Matthew has 10 kilowatt-hours of emergency energy reserve. Matthew bought 10 more kilowatt-hours of emergency energy reserve. Logan has 1/20 as much emergency energy reserve in kilowatt-hours as Matthew does. Logan bought 4 more kilowatt-hours of emergency energy reserve. How many kilowatt-hours of emergency energy reserve does Logan have now?,Matthew has 10 kilowatt-hours of emergency energy reserve. Matthew bought 10 more kilowatt-hours of emergency energy reserve. Matthew has 20 times as much emergency energy reserve in kilowatt-hours as Logan does. Logan bought 4 more kilowatt-hours of emergency energy reserve. How many kilowatt-hours of emergency energy reserve does Logan have now?,5
How many umbrellas does Henry have in total?,There are 11 bags in Christopher's collection. Christopher bought 3 bags. Henry has 9 more bags than Christopher. There are 15 umbrellas in every Henry's bag.,There are 11 bags in Christopher's collection. Christopher bought 3 bags. Christopher has 9 fewer bags than Henry. There are 15 umbrellas in every Henry's bag.,There are 11 bags in Christopher's collection. Christopher bought 3 bags. Henry has 9 more bags than Christopher. There are 15 umbrellas in each of Henry's bags. How many umbrellas does Henry have in total?,There are 11 bags in Christopher's collection. Christopher bought 3 bags. Christopher has 9 fewer bags than Henry. There are 15 umbrellas in each of Henry's bags. How many umbrellas does Henry have in total?,345
